INPUT:id	INPUT:text	OUTPUT:label	ASSIGNMENT:worker_id	ASSIGNMENT:assignment_id
92	Модные бусы из натуральных камней - скидки, распродажа. Большой выбор стильных авторских украшений. Отличные идеи подарков! Сезонная распродажа, спешите купить! Цена от 450 руб. Магазин работает с 10-00 до 22-00, без выходных.	ban_shock_content	87d72586-a020-46e1-be46-8fa416e9d0fc	2722abb1-8b24-4ba3-b8cd-b4c4eb39d692
92	Модные бусы из натуральных камней - скидки, распродажа. Большой выбор стильных авторских украшений. Отличные идеи подарков! Сезонная распродажа, спешите купить! Цена от 450 руб. Магазин работает с 10-00 до 22-00, без выходных.	ad	6b64e9b2-2e4f-44b3-9f0d-dd297d6c8490	57d2d77a-bb6b-44b6-8a6a-5986f114480b
93	E7 SERVICE. Аксессуары для телефонов, аксессуары для компьютеров, портативная электроника, телефоны и многое другое.  Подписчикам группы скидки!!!  Наша группа вк https://vk.com/e7service	not_ad	2f70ad78-d999-4acd-ba29-7eebabf5404d	43594a13-cdf8-4f84-94ec-ac5fa0e37f7b
93	E7 SERVICE. Аксессуары для телефонов, аксессуары для компьютеров, портативная электроника, телефоны и многое другое.  Подписчикам группы скидки!!!  Наша группа вк https://vk.com/e7service	not_ad	5a7be62d-2277-4ac2-8689-18a10736e775	6f3e555d-bf46-4677-83c0-487c5acb1e43
93	E7 SERVICE. Аксессуары для телефонов, аксессуары для компьютеров, портативная электроника, телефоны и многое другое.  Подписчикам группы скидки!!!  Наша группа вк https://vk.com/e7service	ad	b9d84270-7a7f-47a1-b9e4-2a7caf433b95	3343f32f-c2ab-40f4-82a1-d657c702af45
94	Монтаж-замена радиаторов отопления (батарей) 8 952 265 45 42. Монтаж радиаторов.  - Произвожу профессиональную установку радиаторов.  - Изготовление и монтаж регистров.  - Консультация выезд на объект бесплатный.  - Гарантия 5 лет	not_add	27330b90-ef05-47ea-af9d-a9fc49830fd2	b77c0e26-a475-46f8-9e45-030fd123475e
94	Монтаж-замена радиаторов отопления (батарей) 8 952 265 45 42. Монтаж радиаторов.  - Произвожу профессиональную установку радиаторов.  - Изготовление и монтаж регистров.  - Консультация выезд на объект бесплатный.  - Гарантия 5 лет	ad	0e80a152-9df8-414e-82ad-8067ef7df064	6259332c-2335-45ee-8b75-f873811e6f02
94	Монтаж-замена радиаторов отопления (батарей) 8 952 265 45 42. Монтаж радиаторов.  - Произвожу профессиональную установку радиаторов.  - Изготовление и монтаж регистров.  - Консультация выезд на объект бесплатный.  - Гарантия 5 лет	not_add	158caf90-46a8-48d1-9183-cb589fdb5c34	bde6bcc8-e40b-45ea-9e58-4943a6cedf6d
95	Привоз до 5 тонн.. Песок речной и карьерный, щебень все фракции, отсев щебня, керамзит до 6 кубов и др. Песок и щебень одной машиной от 1 до 3 тонн. Тел. 89085060423 Алексей. Вожу сам не диспетчер.	ban_shock_content	20005ee1-27bd-4f23-bb6f-7e8473825283	e597a6aa-3e42-485d-957a-59b86644ca05
95	Привоз до 5 тонн.. Песок речной и карьерный, щебень все фракции, отсев щебня, керамзит до 6 кубов и др. Песок и щебень одной машиной от 1 до 3 тонн. Тел. 89085060423 Алексей. Вожу сам не диспетчер.	ban_shock_content	e280c2da-e0f2-4c5c-9c9f-6f2d37c25683	e3a05408-340c-4287-abf0-0ba87ad4a1ec
95	Привоз до 5 тонн.. Песок речной и карьерный, щебень все фракции, отсев щебня, керамзит до 6 кубов и др. Песок и щебень одной машиной от 1 до 3 тонн. Тел. 89085060423 Алексей. Вожу сам не диспетчер.	not_ad	3dfd3cb2-4671-4d56-a96d-879479441466	b99c9580-8fe0-465f-a56b-c77babd1a1db
96	Наш магазин проводит Акцию 25%. С радостью сообщаем вам, что в нашем интернет-магазине проводится акция на все насадки и адаптеры что имеются в наличии. Переходите на сайт и ознакомьтесь с каталогом.	not_ad	fa8c6beb-df73-4746-bc11-77fec26e8e9b	b79ddb97-e5ed-4c28-85fa-f758132070e4
96	Наш магазин проводит Акцию 25%. С радостью сообщаем вам, что в нашем интернет-магазине проводится акция на все насадки и адаптеры что имеются в наличии. Переходите на сайт и ознакомьтесь с каталогом.	ad	9bb6997b-deb6-4d6f-ba65-043c8539654c	5d3e7609-34e7-4254-a158-656fe4507b07
96	Наш магазин проводит Акцию 25%. С радостью сообщаем вам, что в нашем интернет-магазине проводится акция на все насадки и адаптеры что имеются в наличии. Переходите на сайт и ознакомьтесь с каталогом.	not_ad	99a26b65-7d66-4d42-83fa-3cfb3f0bede9	1315134e-fccd-48fe-bded-d15ae6d2b4c2
97	Алтайский мёд, разнотравье (Белокуриха). Насыщенный мёд с предгорий горного Алтая 2020 года.  Цена 500 руб./кг (возможен опт)  Банки по 500 г., цена 250 руб. за банку  Доставка по Одинцово бесплатно.  Заказ по тел. +7925-034-3202	ban_shock_content	388c64f9-4dbb-4af6-910c-c4104a8df863	aacd488b-0ba9-4eec-9bd4-ee1c3281a873
97	Алтайский мёд, разнотравье (Белокуриха). Насыщенный мёд с предгорий горного Алтая 2020 года.  Цена 500 руб./кг (возможен опт)  Банки по 500 г., цена 250 руб. за банку  Доставка по Одинцово бесплатно.  Заказ по тел. +7925-034-3202	ad	2822bda0-679f-4eb8-a354-b1845c27e281	8a19b4b7-63e6-4ed6-9f94-ffdf8554ab82
97	Алтайский мёд, разнотравье (Белокуриха). Насыщенный мёд с предгорий горного Алтая 2020 года.  Цена 500 руб./кг (возможен опт)  Банки по 500 г., цена 250 руб. за банку  Доставка по Одинцово бесплатно.  Заказ по тел. +7925-034-3202	ban_shock_content	550ada5e-6498-4992-901a-63d78d27dfa3	ab7138e0-a42b-4343-869c-78abea03d6a5
98	"Целевая программа ""Доступное Жилье"" на покупку недвижимости.. - 25 % первоначальный взнос - рассрочка на 10 лет - нас не интересует ваша кредитная история ПРИСОЕДИНЯЙТЕСЬ! Звоните, приходите! Екатеринбург, Белинского 222, оф. 19, +7 982 668 93 74"	not_add	3bbd6156-8097-491a-941b-db25ba7f247c	85ff643d-b130-493b-9789-ffdeeb392108
98	"Целевая программа ""Доступное Жилье"" на покупку недвижимости.. - 25 % первоначальный взнос - рассрочка на 10 лет - нас не интересует ваша кредитная история ПРИСОЕДИНЯЙТЕСЬ! Звоните, приходите! Екатеринбург, Белинского 222, оф. 19, +7 982 668 93 74"	not_ad	73ee8629-0a7c-44ae-8997-559d4e76b035	75f28a61-c01c-45af-a3a8-c07dea454266
98	"Целевая программа ""Доступное Жилье"" на покупку недвижимости.. - 25 % первоначальный взнос - рассрочка на 10 лет - нас не интересует ваша кредитная история ПРИСОЕДИНЯЙТЕСЬ! Звоните, приходите! Екатеринбург, Белинского 222, оф. 19, +7 982 668 93 74"	ban_shock_content	abb447b4-c0ca-4971-9ef4-932385cc290c	654e70a4-c874-4376-959b-1fac0dc44208
99	Грузоперевозки, переезд военных. Погрузим, отвезем Ваш груз из Таганрога и пригорода в любой город России. Машины грузоподъемностью от 2х то 20и тонн.  Оплата договорная. Полный пакет документов.   Звоните!	ad	1dffbaf8-0a7e-4a62-8559-e75ee534eb7c	2938aeb5-da7b-44b1-b403-c586af615689
99	Грузоперевозки, переезд военных. Погрузим, отвезем Ваш груз из Таганрога и пригорода в любой город России. Машины грузоподъемностью от 2х то 20и тонн.  Оплата договорная. Полный пакет документов.   Звоните!	not_add	55540f86-cc20-4606-9d43-54b52ffea749	96ddd804-3151-4f94-913b-5a844547cf92
99	Грузоперевозки, переезд военных. Погрузим, отвезем Ваш груз из Таганрога и пригорода в любой город России. Машины грузоподъемностью от 2х то 20и тонн.  Оплата договорная. Полный пакет документов.   Звоните!	not_ad	fb345970-acee-4d1d-b764-295a2d024240	bb51d303-d5cb-407f-bda0-3edf3aa52535
100	Сделка рядом. Выкуп часов в Москве по хорошим ценам. Максимально близкая предварительная оценка без завышения предложения. Просто отправьте ваши часы на популярные мессенджеры +79856681111.	ban_shock_content	7b5559b6-a8d0-45d3-ace4-4c93f5808049	12e4bf48-a8d0-4e29-ab3e-dba14436a080
100	Сделка рядом. Выкуп часов в Москве по хорошим ценам. Максимально близкая предварительная оценка без завышения предложения. Просто отправьте ваши часы на популярные мессенджеры +79856681111.	not_add	15ada4ec-1533-477b-8d30-12485c93915c	e2327edb-a163-4c9b-8f9f-478db1639def
100	Сделка рядом. Выкуп часов в Москве по хорошим ценам. Максимально близкая предварительная оценка без завышения предложения. Просто отправьте ваши часы на популярные мессенджеры +79856681111.	ban_shock_content	b52bfbdd-88b6-44d8-8017-c83c7722c09f	77bb7333-d414-4949-91a1-257acc88f28e
101	ПОВЕРКА СЧЁТЧИКОВ. Аккредитованная организация проведет поверку счётчиков воды в удобное для Вас время. Выдаём все необходимые документы для УК, ТСЖ и Водоканала. Все вопросы по тел. 8 968 203 39 08.	ad	146c974e-90eb-43f5-99a7-6872f311935c	a91d6e1b-50c2-40ee-8160-eb5311c604c5
101	ПОВЕРКА СЧЁТЧИКОВ. Аккредитованная организация проведет поверку счётчиков воды в удобное для Вас время. Выдаём все необходимые документы для УК, ТСЖ и Водоканала. Все вопросы по тел. 8 968 203 39 08.	ad	b5831bf2-700e-44ed-8965-94af0fcf8084	971b64cf-5fa9-4d9b-9d92-6664f5cd5ac9
101	ПОВЕРКА СЧЁТЧИКОВ. Аккредитованная организация проведет поверку счётчиков воды в удобное для Вас время. Выдаём все необходимые документы для УК, ТСЖ и Водоканала. Все вопросы по тел. 8 968 203 39 08.	ad	40f5fa3f-4103-4f90-8bd9-af833fa86cf1	d649b106-2752-4bcc-9765-33a35b23f931
102	Бытовые услуги. Компания ВАСКА ПРО предлагает мелкие бытовые услуги по ремонту мелкой бытовой техники и электроники - Кухонная техника, парикмахерский инструмент, портативная электроника.	ban_shock_content	b5831bf2-700e-44ed-8965-94af0fcf8084	8a888caf-2e92-495b-9aac-0321ac42666e
102	Бытовые услуги. Компания ВАСКА ПРО предлагает мелкие бытовые услуги по ремонту мелкой бытовой техники и электроники - Кухонная техника, парикмахерский инструмент, портативная электроника.	ad	5a7e984d-4ccc-4634-b93f-2f50a309a652	2ed3bfe1-4597-4197-8fb2-4223951ff327
102	Бытовые услуги. Компания ВАСКА ПРО предлагает мелкие бытовые услуги по ремонту мелкой бытовой техники и электроники - Кухонная техника, парикмахерский инструмент, портативная электроника.	not_add	5f53c328-2cd2-48ba-82d5-019dc5b5a3cf	4e7f0d4c-9dad-4319-8e59-8529548a0a54
103	Два отбеливания Zoom по цене одного. В клинике МАСТЕРСКАЯ УЛЫБОК до конца сентября проходит акция: два отбеливания Zoom по цене одного.  Такое отбеливание дает сильный и стойкий эффект, отбеливая ваши зубы до 15 тонов	ad	c668701c-0fbc-48ee-adbe-e4f4c264e208	980d6b37-4888-4ff8-ba2d-1f2e47cee263
103	Два отбеливания Zoom по цене одного. В клинике МАСТЕРСКАЯ УЛЫБОК до конца сентября проходит акция: два отбеливания Zoom по цене одного.  Такое отбеливание дает сильный и стойкий эффект, отбеливая ваши зубы до 15 тонов	not_ad	af1de62d-1f85-4b18-91f1-377c55f855f5	e6ce5423-02b3-4681-a27f-fba7ae25d524
103	Два отбеливания Zoom по цене одного. В клинике МАСТЕРСКАЯ УЛЫБОК до конца сентября проходит акция: два отбеливания Zoom по цене одного.  Такое отбеливание дает сильный и стойкий эффект, отбеливая ваши зубы до 15 тонов	ban_shock_content	dfe7f4d6-52fe-4462-8241-294516c6756d	14a89b5e-ab71-4bda-8307-f69096a02935
104	Ремонт стиральных машин на дому. Звоните сейчас: +7(961)999-60-55 Ремонт стиральных машин любых производителей у вас на глазах! Ремонт любых стиральных машин автомат с гарантией до 1 года Выезд в Любой район города Барнаула!	ad	f8502344-bbdf-42fa-9282-85282660b85c	03dd12e8-a908-4298-b214-890ba2747f17
104	Ремонт стиральных машин на дому. Звоните сейчас: +7(961)999-60-55 Ремонт стиральных машин любых производителей у вас на глазах! Ремонт любых стиральных машин автомат с гарантией до 1 года Выезд в Любой район города Барнаула!	not_ad	f37dab1e-18b8-4c80-9135-421fd02ae2cd	1ccc3f12-eb1c-4323-9b79-28f4fa930c8f
104	Ремонт стиральных машин на дому. Звоните сейчас: +7(961)999-60-55 Ремонт стиральных машин любых производителей у вас на глазах! Ремонт любых стиральных машин автомат с гарантией до 1 года Выезд в Любой район города Барнаула!	not_ad	6effa2e3-c957-4b5d-bf59-8b6fed00252d	44429b2a-2f12-4f7e-b001-82751d1e5cf3
105	Индивидуальные панели от livolotouch.ru. - Реализация вертикальных панелей любой сложности, во всех цветовых решениях, представленных заводом LIVOLO.  - Договор индивидуального проекта.  - Срок изготовления и доставки один месяц.	ad	fb20e4f3-14e4-48d3-8489-150c3c67fa7b	43eeb0e1-b5a5-4d7c-956f-30cdb13824f8
105	Индивидуальные панели от livolotouch.ru. - Реализация вертикальных панелей любой сложности, во всех цветовых решениях, представленных заводом LIVOLO.  - Договор индивидуального проекта.  - Срок изготовления и доставки один месяц.	ad	0d0a29d6-f168-4228-83dd-b890a1e938df	2ebd9f24-4f73-4d68-a681-f48bbc0ccf24
105	Индивидуальные панели от livolotouch.ru. - Реализация вертикальных панелей любой сложности, во всех цветовых решениях, представленных заводом LIVOLO.  - Договор индивидуального проекта.  - Срок изготовления и доставки один месяц.	ad	77873dc3-4aa0-4d92-93fb-670e71712d22	517c9de9-e1c7-49c3-8fde-99afa828af85
106	Друзья🙃Это ребята, у которых все повестки Боевые!🔥🔥🔥. Даже в этом случае мы можем помочь⚡  Но тянуть до этого этапа не рекомендуем!Подготовьтесь к походу в военкомат заблаговременно🔥🔥🔥  Призывной Советник-Помощь Призывникам!  WhatsApp 8(918) 355-80-09	not_ad	d09ad208-893e-4226-91de-e03bc0e8f3cc	1bc3d654-0c4a-4bea-8c31-d913344f7985
106	Друзья🙃Это ребята, у которых все повестки Боевые!🔥🔥🔥. Даже в этом случае мы можем помочь⚡  Но тянуть до этого этапа не рекомендуем!Подготовьтесь к походу в военкомат заблаговременно🔥🔥🔥  Призывной Советник-Помощь Призывникам!  WhatsApp 8(918) 355-80-09	not_add	b3222962-f72b-47e5-8b13-ba95ab76f1c7	cdc02882-92bd-4e16-a2a7-444187e74daf
106	Друзья🙃Это ребята, у которых все повестки Боевые!🔥🔥🔥. Даже в этом случае мы можем помочь⚡  Но тянуть до этого этапа не рекомендуем!Подготовьтесь к походу в военкомат заблаговременно🔥🔥🔥  Призывной Советник-Помощь Призывникам!  WhatsApp 8(918) 355-80-09	ad	74627b32-bdeb-44ad-af2c-772c38086fc2	a115b5e7-d261-4cfa-903d-233b4c362900
107	Размещу вашу рекламу у себя на странице вконтакте.. https://vk.com/andrey121russia , https://vk.com/ray121russia , https://vk.com/id582375810 ,  instagram.com/andreykhoraskin , https://facebook.com/Andrey021 , https://www.youtube.com/channel/UCiJrqPZZCwIb_B8k46__FjQ . ЯНДЕКС ПОЧТА : khorasckin.andrey@yandex.ru  Viber 8-919-671-53-95 . Аудитория около 30 000 в месяц .	not_ad	101c7a1d-23cf-4b09-9fef-e7749da5a83f	13ac4a7e-850e-4bd7-af2f-aadb6e8841d4
107	Размещу вашу рекламу у себя на странице вконтакте.. https://vk.com/andrey121russia , https://vk.com/ray121russia , https://vk.com/id582375810 ,  instagram.com/andreykhoraskin , https://facebook.com/Andrey021 , https://www.youtube.com/channel/UCiJrqPZZCwIb_B8k46__FjQ . ЯНДЕКС ПОЧТА : khorasckin.andrey@yandex.ru  Viber 8-919-671-53-95 . Аудитория около 30 000 в месяц .	not_ad	56969135-734a-40e8-8c55-fecf2639d9b8	4f594d52-daee-4a3c-8589-3d57d3ab8674
107	Размещу вашу рекламу у себя на странице вконтакте.. https://vk.com/andrey121russia , https://vk.com/ray121russia , https://vk.com/id582375810 ,  instagram.com/andreykhoraskin , https://facebook.com/Andrey021 , https://www.youtube.com/channel/UCiJrqPZZCwIb_B8k46__FjQ . ЯНДЕКС ПОЧТА : khorasckin.andrey@yandex.ru  Viber 8-919-671-53-95 . Аудитория около 30 000 в месяц .	not_ad	6a2c2142-04a3-46c2-956a-41ead4a2c575	e0a9a021-b0c8-4c46-9fd7-e57fa95586a8
108	Продам помещение под любую коммерческую деятельность. Продам помещение с ремонтом в хорошем состоянии под любую коммерческую деятельность 100 м², имеется подвал.  Лесосибирск, ул.Привокзальная, 22. Цена договорная.  Обращаться по телефону: 8 902 923-75-91	ban_shock_content	f4266998-9d8d-4669-865d-c7df3dd2041e	8a70ec33-c960-4c0c-96a4-3e97b221ae70
108	Продам помещение под любую коммерческую деятельность. Продам помещение с ремонтом в хорошем состоянии под любую коммерческую деятельность 100 м², имеется подвал.  Лесосибирск, ул.Привокзальная, 22. Цена договорная.  Обращаться по телефону: 8 902 923-75-91	ban_shock_content	47c1cdb7-f7a2-49d1-b811-467b83da7ad1	2c3069fa-95da-4671-9db4-4f1807a049e8
108	Продам помещение под любую коммерческую деятельность. Продам помещение с ремонтом в хорошем состоянии под любую коммерческую деятельность 100 м², имеется подвал.  Лесосибирск, ул.Привокзальная, 22. Цена договорная.  Обращаться по телефону: 8 902 923-75-91	ban_shock_content	4b5cb33f-b31f-49ac-99fa-400eeee9b491	71dd999c-3835-47ab-a2a3-86f05aea286a
109	"Уборка квартиры после ремонта - заказать. Клининговая компания ""Москлининг.Про"" предлагает уборку после ремонта от профессионалов.  Делаем уборку на совесть. Вы не узнаете свою квартиру после нашего клининга.  84951757320  89779483307  Сайт: moscleaning.pro"	ad	3d0ddeca-ac58-433b-b125-a49d68ad0323	b260dfb7-580e-4da4-964a-4aeaa13049b3
109	"Уборка квартиры после ремонта - заказать. Клининговая компания ""Москлининг.Про"" предлагает уборку после ремонта от профессионалов.  Делаем уборку на совесть. Вы не узнаете свою квартиру после нашего клининга.  84951757320  89779483307  Сайт: moscleaning.pro"	ad	f4e0dd6d-b769-4b8d-b58b-db9706f3fa25	01dcff7c-85f6-4e79-84de-5cf1ae638493
109	"Уборка квартиры после ремонта - заказать. Клининговая компания ""Москлининг.Про"" предлагает уборку после ремонта от профессионалов.  Делаем уборку на совесть. Вы не узнаете свою квартиру после нашего клининга.  84951757320  89779483307  Сайт: moscleaning.pro"	ban_shock_content	581105fc-7b26-43d3-a7f9-38f37eed328f	f87cb0bd-b7ee-4a39-8eca-e3ce11119232
110	Как проверить бизнес перед покупкой.. Как проверить бизнес перед покупкой.     Бизнес — это не документы. Бизнес — это торговые точки, поставщики и клиенты. Иногда ещё и сотрудники. А в последнее время ещё и сайт.  https://www.klerk.ru/blogs/delobank/503291/	ad	81f55a06-ba1d-4b8e-9e0a-0756170d18c3	8831ef95-969e-428d-ad63-892a54e51532
110	Как проверить бизнес перед покупкой.. Как проверить бизнес перед покупкой.     Бизнес — это не документы. Бизнес — это торговые точки, поставщики и клиенты. Иногда ещё и сотрудники. А в последнее время ещё и сайт.  https://www.klerk.ru/blogs/delobank/503291/	not_add	4c8a58d6-61bc-465b-bfa6-bc5d2799efac	4cebfde8-36fd-449e-bfdd-01b63c52d3ee
110	Как проверить бизнес перед покупкой.. Как проверить бизнес перед покупкой.     Бизнес — это не документы. Бизнес — это торговые точки, поставщики и клиенты. Иногда ещё и сотрудники. А в последнее время ещё и сайт.  https://www.klerk.ru/blogs/delobank/503291/	ban_shock_content	4b5cb33f-b31f-49ac-99fa-400eeee9b491	4a1be193-eec6-4c65-8938-937f01fa1af7
111	ФИЗИОТЕРАПИЯ В ТУЛЕ. Реабилитационный центр ФИЗИОЗДОРОВЬЕ проводит профилактику и лечение заболеваний опорно-двигательного аппарата на основе физиотерапевтического лечения. Скидка для новых клиентов -10% от прайса!	not_add	ab331652-84b8-4c32-b5ae-a3eb6c5c576f	b53889d0-b7d4-4b06-9413-bcb68084a31f
111	ФИЗИОТЕРАПИЯ В ТУЛЕ. Реабилитационный центр ФИЗИОЗДОРОВЬЕ проводит профилактику и лечение заболеваний опорно-двигательного аппарата на основе физиотерапевтического лечения. Скидка для новых клиентов -10% от прайса!	ad	9c1e19ce-93df-4c52-9b7d-3c245e08aa5b	fa5e8df8-3be4-4247-9428-4712d6e5e021
111	ФИЗИОТЕРАПИЯ В ТУЛЕ. Реабилитационный центр ФИЗИОЗДОРОВЬЕ проводит профилактику и лечение заболеваний опорно-двигательного аппарата на основе физиотерапевтического лечения. Скидка для новых клиентов -10% от прайса!	ad	02a39f6f-b0a9-4ce8-a6f7-a0605386f3dd	cc22003f-1b4f-4b01-9da3-d69e0fa86f0b
112	Воспользуйтесь нашими услугами!. Все операции с недвижимостью Бесплатные консультации Покупка, продажа, аренда жилой и коммерческой недвижимости Юридическое сопровождение сделок Почтовый ящик: ru@realtyltd.ru Телефон для связи: +79266234999	ad	4d3f0e5f-7db6-445c-a91e-caa08f322886	7c07a4f2-bc67-485b-8b26-2cbe542057d1
112	Воспользуйтесь нашими услугами!. Все операции с недвижимостью Бесплатные консультации Покупка, продажа, аренда жилой и коммерческой недвижимости Юридическое сопровождение сделок Почтовый ящик: ru@realtyltd.ru Телефон для связи: +79266234999	ban_shock_content	fd7aef89-99b6-43ac-9971-72936a1740b0	e78fcf6c-9894-496a-939f-81266818b692
112	Воспользуйтесь нашими услугами!. Все операции с недвижимостью Бесплатные консультации Покупка, продажа, аренда жилой и коммерческой недвижимости Юридическое сопровождение сделок Почтовый ящик: ru@realtyltd.ru Телефон для связи: +79266234999	ad	7afd5179-fdea-4a0a-aa71-54e2633d3edd	78a4742f-f6f3-49ad-9ca1-be5dde93b202
113	Бесплатно помогаю в недвижимости. Привет!) Рад буду помочь если есть вопросы по недвижимости, бесплатно и качественно консультирую по вопросам покупки квартиры в новостройке!Все делаю от души самое главное)  Так что рад буду помочь!	not_add	cca4700a-f94a-460f-a9b9-ac9bad0056d8	b9463dce-a679-4e73-b0e9-10e61a4d50a2
113	Бесплатно помогаю в недвижимости. Привет!) Рад буду помочь если есть вопросы по недвижимости, бесплатно и качественно консультирую по вопросам покупки квартиры в новостройке!Все делаю от души самое главное)  Так что рад буду помочь!	not_add	0bb7603d-07e9-44ee-9101-e60b88862a43	ebb071e0-8e3a-4741-9b1e-b8e16985c75e
113	Бесплатно помогаю в недвижимости. Привет!) Рад буду помочь если есть вопросы по недвижимости, бесплатно и качественно консультирую по вопросам покупки квартиры в новостройке!Все делаю от души самое главное)  Так что рад буду помочь!	not_ad	8497efb6-fa5d-41dd-b1df-f14df0f62f41	13534d05-259c-4983-838a-6f3fd2f27110
114	ФИТНЕС ДЛЯ ТЕБЯ 🍒. 📱+7(925)682-25-95 💯😃Девочки , записываемся на тренировки к @johnny_halmir Первое занятие абсолютно БЕСПЛАТНО  От тренировок вы получите:  хорошее настроение снижение веса подтянутую фигуру  уверенность в себе!	not_ad	f4e0dd6d-b769-4b8d-b58b-db9706f3fa25	4204eb38-c1ca-44ab-8b41-c886224b6ec0
114	ФИТНЕС ДЛЯ ТЕБЯ 🍒. 📱+7(925)682-25-95 💯😃Девочки , записываемся на тренировки к @johnny_halmir Первое занятие абсолютно БЕСПЛАТНО  От тренировок вы получите:  хорошее настроение снижение веса подтянутую фигуру  уверенность в себе!	ban_shock_content	f47da6c0-fee3-47d6-abd7-57860c434761	98681cbd-0ff7-4550-a5a5-a947424f7f5d
114	ФИТНЕС ДЛЯ ТЕБЯ 🍒. 📱+7(925)682-25-95 💯😃Девочки , записываемся на тренировки к @johnny_halmir Первое занятие абсолютно БЕСПЛАТНО  От тренировок вы получите:  хорошее настроение снижение веса подтянутую фигуру  уверенность в себе!	ad	79b9d7bb-d195-4e04-b46a-271a1d72c8c5	34ad2bc8-efc5-4cfd-9349-52e5b6b05eea
115	Печать для организации (ИП, ООО, АО). Стандартная  круглая автоматическая печать d40mm - изготовление от 30 минут, без доплат за скорость - собственное производство - бесплатные макеты для печатей - конфиденциально - заявки принимаются онлайн 24/7	not_add	840b6faa-4727-45d6-bd6a-b39aa43e4b44	6ae68786-f7e5-4901-a906-a3bd9fb2f453
115	Печать для организации (ИП, ООО, АО). Стандартная  круглая автоматическая печать d40mm - изготовление от 30 минут, без доплат за скорость - собственное производство - бесплатные макеты для печатей - конфиденциально - заявки принимаются онлайн 24/7	ban_shock_content	2204889f-356c-49ff-8301-0bcf513edfe2	f254fc40-fd74-45ac-b42e-78a6d3bf6858
115	Печать для организации (ИП, ООО, АО). Стандартная  круглая автоматическая печать d40mm - изготовление от 30 минут, без доплат за скорость - собственное производство - бесплатные макеты для печатей - конфиденциально - заявки принимаются онлайн 24/7	ban_shock_content	cd6e05bf-b17e-42b3-8ed7-fa7da16b08c9	5fbd7a7e-a0cb-49a2-88d9-95e1c2d4214d
116	HPL листы.. Фирма Квазар продает hpl пластик производства завода ООО «ЗСП» СЛОПЛАСТ г. Санкт-Петербург толщиной 2,5мм. Цена за 1 кв. м составляет 380 руб. с НДС. Отгрузка осуществляется с г. Нижний Новгород.  +7909 130-38-40 +7920 025-25-85	ban_shock_content	891e950d-291c-4f39-92b7-f2707fa6a4e9	94b240b8-641e-488a-af39-bcee8a8308d4
116	HPL листы.. Фирма Квазар продает hpl пластик производства завода ООО «ЗСП» СЛОПЛАСТ г. Санкт-Петербург толщиной 2,5мм. Цена за 1 кв. м составляет 380 руб. с НДС. Отгрузка осуществляется с г. Нижний Новгород.  +7909 130-38-40 +7920 025-25-85	ad	8317a2b6-3703-44fc-abb4-7f23f86aa764	2b6db223-4e1f-485d-9822-aa28390b86b3
116	HPL листы.. Фирма Квазар продает hpl пластик производства завода ООО «ЗСП» СЛОПЛАСТ г. Санкт-Петербург толщиной 2,5мм. Цена за 1 кв. м составляет 380 руб. с НДС. Отгрузка осуществляется с г. Нижний Новгород.  +7909 130-38-40 +7920 025-25-85	ban_shock_content	388ed860-48bd-4f57-b9b5-79bac4d0c72a	7fc2036d-2f32-4d8d-be88-90d39f81d464
117	Доставка еды бесплатно. Доброго времени суток! Теперь и в Королеве можно заказывать продукты домой не выходя из дома. Привезем за 15 минут. Доставка бесплатная. Акции на товары. Цены такие же как и в обычном магазине и даже дешевле!!!	not_ad	d328e9f3-cede-45d5-bb18-d97024a07e48	d79ab325-ad61-4036-8262-637c48412291
117	Доставка еды бесплатно. Доброго времени суток! Теперь и в Королеве можно заказывать продукты домой не выходя из дома. Привезем за 15 минут. Доставка бесплатная. Акции на товары. Цены такие же как и в обычном магазине и даже дешевле!!!	not_add	dfe7f4d6-52fe-4462-8241-294516c6756d	9e504649-b5e6-463c-a8f9-efc3d0a99538
117	Доставка еды бесплатно. Доброго времени суток! Теперь и в Королеве можно заказывать продукты домой не выходя из дома. Привезем за 15 минут. Доставка бесплатная. Акции на товары. Цены такие же как и в обычном магазине и даже дешевле!!!	not_add	b2495da2-10c3-4ffe-af9a-4090d33da2cc	cf43be97-78e5-45ce-9eeb-a1d3321aa8ab
118	Горстрах. Предоставляем все виды страхования, просчёт сразу в 20 страховых компаниях, вам не нужно больше ездить и искать для себя выгодное предложение, мы находимся по адресу ул.Советская 104Б(ТЦ Максимум) 2 этаж, Т.89856954545	not_add	63a16f84-64c3-44e4-81ac-fca89111de29	0ffce7b5-4edb-4638-9435-8a5962e1da60
118	Горстрах. Предоставляем все виды страхования, просчёт сразу в 20 страховых компаниях, вам не нужно больше ездить и искать для себя выгодное предложение, мы находимся по адресу ул.Советская 104Б(ТЦ Максимум) 2 этаж, Т.89856954545	not_add	215818f1-d739-47fd-be6d-31e27ae1dd38	1351492c-eb84-4b67-b0f1-387ff1dfdc2f
118	Горстрах. Предоставляем все виды страхования, просчёт сразу в 20 страховых компаниях, вам не нужно больше ездить и искать для себя выгодное предложение, мы находимся по адресу ул.Советская 104Б(ТЦ Максимум) 2 этаж, Т.89856954545	not_add	0346b0f2-bd46-4bd2-a125-d5bf07d8fb88	fd2587b0-cc57-46a2-a743-f965893a64be
